name,symbol,current_price,total_volume,market_cap
pSTAKE Finance,pstake,0.106376,1172768,49864549
LooksRare,looks,0.050025,2744711,49804378
Coinweb,cweb,0.01010879,567213,49656356
GamerCoin,ghx,0.07909,747461,49470393
Bitgert,brise,1.24809e-07,8955411,49306152
Elastos,ela,2.23,382801,49208619
michi,$michi,0.088125,3958120,48977059
StormX,stmx,0.00443802,5116154,48849050
MovieBloc,mbl,0.00276008,1651624,48841050
VitaDAO,vita,1.87,397499,48778298
crow with knife,caw,6.3317e-08,1259478,48745404
Gods Unchained,gods,0.1632,556717,48590361
Orion,orn,1.41,9231651,48492685
OpSec,opsec,0.52698,300223,48102494
GME,gme,0.00697674,21994902,48082285
Sweat Economy,sweat,0.00601703,1490814,48036506
Clover Finance,clv,0.04770818,2817796,47708645
Dynex,dnx,0.519832,2789952,47564881
Cortex,ctxc,0.212964,2851690,47027390
Komodo,kmd,0.335684,2209098,47015437
Sai,sai,17.37,8868.48,46880898
Mountain Protocol USD,usdm,0.993984,1144098,46836779
REI Network,rei,0.04812172,2867367,46626293
Murasaki,mura,0.808142,19907.44,46387359
AI Analysis Token,aiat,0.504609,428558,45515752
Onyxcoin,xcn,0.00154135,3719771,45470392
Mainframe,mft,0.00480466,289.21,45099154
Cobak,cbk,0.521536,5403826,44780069
DeGate,dg,0.115481,89851,44715979
Loom Network (OLD),loomold,0.053315,441738,44513943
TempleDAO,temple,1.21,979.69,44449642
SWFTCOIN,swftc,0.00495541,2657564,44351016
ARPA,arpa,0.04500978,6156014,44244134
OMG Network,omg,0.31552,8572971,44180172
Aleph.im,aleph,0.236307,657910,44078107
COMBO,combo,0.618973,3309518,43984255
Ren,ren,0.04395802,9810914,43917826
DIA,dia,0.397681,6163358,43881364
Chainflip,flip,1.48,1498740,43739409
JetTon Games,jetton,1.69,361097,43542342
SaitaChain Coin,stc,0.00102552,979044,43336558
Opulous,opul,0.094469,885868,43056947
Litentry,lit,0.762089,2277802,42975958
Seamless Protocol,seam,3.86,193208,42971694
Bean,bean,0.849715,6045.92,42805235
Hippocrat,hpo,0.042876,499789,42514358
PlatON Network,lat,0.00742064,8546383,42352181
Sologenic,solo,0.105772,2281621,42250508
School Hack Coin,shc,0.187222,355746,42244303
Clore.ai,clore,0.114324,5768168,42020318
ChainSwap,cswap,0.04373921,455542,41841169
Boson Protocol,boson,0.322982,672675,41795855
Star Atlas,atlas,0.00254754,1433169,41292148
Guild of Guardians,gog,0.068967,318282,41137909
QuantCheck,qtk,0.388764,150797,41014595
Contentos,cos,0.00799641,3534414,40896778
Sidus,sidus,0.00368834,532912,40789754
Orchid Protocol,oxt,0.068943,3093658,40788779
Persistence One,xprt,0.195209,392030,40785759
Bit2Me,b2m,0.00830312,50039,40781684
PacMoon,pac,0.087558,3599819,40723206
WHY,why,9.657e-08,1746504,40559513
Dimitra,dmtr,0.079972,742014,40542989
Alchemix,alcx,17.96,1768771,40512421
Multibit,mubi,0.04262171,6859414,40470048
Rich Quack,quack,9.11189e-10,1239080,40411295
Pixer Eternity,pxt,0.01876826,514812,40379356
Electroneum,etn,0.00228145,863567,40318739
Bonfida,fida,0.283539,17488886,40278567
Railgun,rail,0.694612,664325,39946339
PepeFork,pork,1.2091e-07,2153682,39917551
MAP Protocol,mapo,0.00887021,2967235,39784896
Lista USD,lisusd,1.004,1185082,39778298
PeiPei,peipei,9.3927e-08,5226571,39693426
Metadium,meta,0.02327138,540534,39692130
NULS,nuls,0.363902,3056979,39674567
L7DEX,lsd,0.82916,1435269,39556630
Artificial Liquid Intelligence,ali,0.01139208,1838938,39419656
GameFi.org,gafi,3.59,382351,39296270
Pirate Chain,arrr,0.200002,92151,39228665
Sovryn,sov,0.630988,105613,39141237
DEAPCOIN,dep,0.00156801,1097443,39017296
Chainge,xchng,0.078803,2273024,38917336
Ultra,uos,0.101281,1000987,38827643
LUKSO [OLD],lyxe,2.49,46048,38783455
SX Network,sx,0.077238,97099,38643886
FUNToken,fun,0.00363053,1119683,38465519
EURC,eurc,1.068,2212852,38372911
Wanchain,wan,0.19242,1988048,38120105
Kin,kin,1.376e-05,233131,38005925
Aergo,aergo,0.085174,1068344,37883858
Zeus Network,zeus,0.22594,8285273,37838717
Flamingo Finance,flm,0.063118,1504819,37835751
sETH,seth,3262.52,267.87,37793868
Samoyedcoin,samo,0.00902343,1063255,37775121
Cornucopias,copi,0.04246174,261687,37700307
Doge Killer,leash,350.14,1273816,37686700
Linear,lina,0.00599144,8253305,37675555
Foxy,foxy,0.012508,6578203,37524009
Rally,rly,0.0074689,1337512,37448009
EverGrow Coin,egc,8.0049e-08,4253.84,37210544
zkRace,zerc,0.2073,257399,37194103
JPEG'd (OLD),jpeg,0.000535,39179,37173030
Unifi Protocol DAO,unfi,4.7,33101180,37032337
Numbers Protocol,num,0.057949,710466,36975247
Magpie,mgp,0.095372,238627,36934946
Hector Network,hec,0.112776,499.77,36918149
SaucerSwap,sauce,0.05591,1905581,36740256
MELD,meld,0.00950695,1015620,36230659
FEG ETH,feg,0.00042751,52270,36195967
FLEX Coin,flex,0.365437,1814.31,36055794
Prime Staked ETH,primeeth,3134.47,9.26,35865978
Snowbank,sb,223.79,281.67,35725702
Shrapnel,shrap,0.064129,3126132,35638585
WeatherXM Network,wxm,0.639855,1176341,35631306
PIXL,pixl,0.071216,49201,35608069
Paris Saint-Germain Fan Token,psg,3.0,11622638,35485126
Viction,vic,0.359903,3703462,35475783
ChompCoin,chomp,0.374229,257837,35437888
Celo Dollar,cusd,0.996005,5778979,35401932
DIMO,dimo,0.154781,1939659,35381957
Vaiot,vai,0.106015,707600,35336193
IDEX,idex,0.04286322,2757568,35241551
Football at AlphaVerse,fav,0.01953321,8751.64,35159783
Boba Oppa,bobaoppa,0.00070271,108702,35135432
AVA,ava,0.649609,2694778,35079854
THORSwap,thor,0.193352,58787,34686648
StrikeX,strx,0.04101225,598434,34678184
Star Atlas DAO,polis,0.134518,356134,34416903
Ice Open Network,ice,0.00507261,3476439,34405755
Iron Fish,iron,0.820858,423707,34313801
TruFin Staked MATIC,trumatic,0.577799,1705.35,34130719
Router Protocol,route,2.17,802365,34080028
Swarm Markets,smt,0.431227,169688,34022926
sUSD,susd,1.001,585112,33856356
Hive Dollar,hbd,0.964174,127666,33660286
Neon,neon,0.581393,7926424,33562834
Sanctum Infinity,inf,153.7,7564661,33505587
SelfKey,key,0.00558043,3804528,33482235
Carry,cre,0.00333586,66.72,33398524
Sanctum Infinity,inf,153.48,7552817,33367856
Stratos,stos,0.521615,162129,33244219
Mango,mngo,0.02564633,241256,33243985
Strike,strike,6.54,16446082,33139713
Bella Protocol,bel,0.558187,1976765,33100335
Celsius Network,cel,0.926937,10284626,33040986
Euro Tether,eurt,1.035,2992982,32999757
MEOW,meow,0.02191872,65227,32945996
e-Radix,exrd,0.02885708,72457,32896921
PlayDapp,pda,0.055384,8652381,32890580
Advertise Coin,adco,0.727414,10834.21,32818628
Agoras: Currency of Tau,agrs,1.82,111154,32809573
Vtrading,vtrading,0.03250119,1900757,32473130
Propchain,propc,1.75,661031,32449337
Miracle Play,mpt,0.066845,2362496,32411963
Streamr,data,0.04233407,1812676,32392111
CEEK Smart VR,ceek,0.0369732,1818962,32310830
AscendEx,asd,0.04332994,1315978,32235035
OX Coin,ox,0.00824595,420916,32206684
Beta Finance,beta,0.04032803,1471836,32179118
BILLION•DOLLAR•CAT (Runes),billy,0.03345985,530020,32096523
ThunderCore,tt,0.00294711,895513,32005357
Ampleforth Governance,forth,2.84,3689099,32003706
Mdex (HECO),mdx,0.03368204,189150,32001592
Phoenix Global [OLD],phb,0.00943215,9.9,31943526
ShapeShift FOX,fox,0.051296,302387,31940606
Shark Cat,sc,0.03197061,2297602,31910106
Cratos,crts,0.00053078,676686,31792176
Truflation,truf,0.242169,835878,31749949
Zano,zano,2.22,138229,31714403
XSGD,xsgd,0.737808,8542339,31664259
district0x,dnt,0.04226616,411782,31656101
Baklava,bava,0.076723,207546,31548586
DeFiChain,dfi,0.03797195,2621218,31343653
Quickswap [OLD],quick,43.87,17639.56,31167139
Harvest Finance,farm,46.59,2905645,31149148
Stride Staked DYDX,stdydx,1.42,20765,31113458
Reef,reef,0.00136442,10076894,31093260
UniLend Finance,uft,0.309373,1817763,30938509
Fidu,fidu,0.632371,27.71,30912021
Quasar,qsr,0.053708,18687.88,30728825
ELYSIA,el,0.00447078,829710,30561444
Aura Finance,aura,0.6202,73103,30525154
Quickswap,quick,0.04278874,2547400,30403852
HOPR,hopr,0.065809,507452,30340847
AxonDAO Governance Token,axgt,0.182594,378635,30301358
PunkCity,punk,1.34,24017,30260350
Impossible Finance Launchpad,idia,0.0400504,17214.94,30253641
Merit Circle,mc,1.58,104661,30238364
IRISnet,iris,0.01885342,1406229,30173886
Biswap,bsw,0.06056,4124868,30155739
Peapods Finance,peas,3.03,327032,30122109
SingularityDAO,sdao,0.332067,266748,30036212
Verasity,vra,0.0030198,5909861,30019344
Verum Coin,verum,320.26,188048,29939285
STON,ston,17.65,1047542,29766092
Virtuals Protocol,virtual,0.02974332,1375463,29688843
Measurable Data,mdt,0.04897074,5169674,29654658
Botto,botto,0.697519,243192,29611734
Voxies,voxel,0.161721,3190912,29437738
Keep3rV1,kp3r,57.78,13945081,29378322
UXD Protocol,uxp,0.00710381,4713.4,29305334
Pandora,pandora,2896.43,4516794,28971242
Fideum,fi,0.00723435,290104,28861997
BIM,bim,1.13,89710,28830028
Kishu Inu,kishu,3.93335e-10,1051352,28726781
Kamino,kmno,0.02867191,388945,28672212
HairDAO,hair,44.3,179.3,28618539
XCAD Network,xcad,0.543238,2940449,28599619
Concordium,ccd,0.00296476,772468,28582551
Streamr XDATA,xdata,0.0409948,163518,28541428
Meter Governance,mtrg,0.856389,170109,28513548
Stride Staked Atom,statom,9.02,134017,28340213
Planet IX,ixt,0.253302,87506,28327840
Moon Tropica,cah,10.36,207608,28268992
Atlas Navi,navi,0.187367,182249,28249863
ZTX,ztx,0.00859398,565344,28015882
Connex,conx,24.41,160766,27985470
flexUSD,flexusd,0.168112,19.01,27965482
MON Protocol,mon,0.205549,23934939,27870305
Firmachain,fct,0.03207722,1440719,27820968
PolySwarm,nct,0.01608218,352659,27756861
Index Coop - ETH 2x Flexible Leverage Index,eth2x-fli,25.72,281281,27742650
KILT Protocol,kilt,0.201049,52402,27736587
Decimal,del,0.00292209,153507,27638706
Hydration,hdx,0.0104072,56972,27519353
Vertex,vrtx,0.108801,1737273,27466246
BiLira,tryb,0.03028936,2066.53,27461435
Hacken,hai,0.0424715,350626,27412607
TOR,tor,1.6,0.0,27364469
Stargaze,stars,0.01101711,235764,27327022
Frax Price Index Share,fpis,0.920633,32298,27266291
MAI,mimatic,0.99198,14412.54,27261274
CrossFi,xfi,0.787168,639356,27089233
Commune AI,comai,0.248837,94893,27061574
GXChain,gxc,0.360722,275.16,27050286
Cere Network,cere,0.00405182,1913570,26749169
Koinos,koin,0.316932,383820,26327515
Stronghold,shx,0.00492363,319423,26269294
Marinade,mnde,0.099488,290334,26259766
Undeads Games,uds,0.787968,1407644,26173326
Morpheus Network,mnw,0.698067,184159,26148227
Everclear,next,0.244001,1793470,26048289
Brainers,brainers,0.507241,1045214,25967407
Mode,mode,0.01998707,495284,25960001
cBAT,cbat,0.0037906,0.0,25918681
Aura BAL,aurabal,7.1,1772.14,25894832
CHEQD Network,cheq,0.03498573,112750,25842076
Shuffle,shfl,0.233642,14749098,25795868
Ordiswap,ords,0.0386389,3762816,25752258
PinkSale,pinksale,257.31,513.26,25735852
Dexalot,alot,0.513978,258707,25685613
Pluton,plu,4.24,3372180,25661257
Propbase,props,0.07295,1155830,25618745
GoGoPool,ggp,6.19,126996,25586494
Velas,vlx,0.00982763,771776,25546607
Geodnet,geod,0.174552,51188,25487249
Tokocrypto,tko,0.340037,3390848,25425336
Rowan Coin,rwn,0.130589,516369,25412221
HYCHAIN,topia,0.02743081,125272,25363381
BLOCKv,vee,0.0076776,16344.79,25356197
Groestlcoin,grs,0.297294,796825,25335258
Dero,dero,2.0,33594,25332718
Polytrade,trade,0.691476,1367396,25316986
Klever,klv,0.00279375,673330,25185286
Fren Pet,fp,3.99,86364,25180042
Zero1 Labs,deai,0.257807,1270496,25170089
BTU Protocol,btu,0.313548,231.22,25071198
KYVE Network,kyve,0.04144048,24557,25055749
PaLM AI,palm,0.321902,396381,25034073
Parcl,prcl,0.206648,16921875,25004977
Swarm,bzz,0.396071,2092342,24852352
NuNet,ntx,0.03900412,102472,24795333
WigoSwap,wigo,0.01412558,71741,24648380
Shiba Predator,qom,4.0872e-08,32533,24506909
MUMU THE BULL,mumu,1.065e-05,1404605,24503538
Super Trump,strump,0.01045286,1030310,24465206
KlimaDAO,klima,2.63,735279,24386222
Crypto Asset Governance Alliance,caga,0.00041235,1676707,24307823
Jackal Protocol,jkl,0.234801,35426,24306746
Hegic,hegic,0.02241944,28733,24167627
Beefy,bifi,302.05,898485,24140355
AdEx,adx,0.167434,1703629,24125285
Manifold Finance,fold,13.35,89933,24111577
Tokemak,toke,0.526963,227881,24101656
Enzyme,mln,16.54,2042910,24046402
SideShift,xai,0.176574,6171.58,23976835
Veno Finance,vno,0.04975424,12826.67,23925224
Moonchain,mxc,0.00978363,1888107,23856234
Arc,arc,0.02457474,184746,23801872
ThetaDrop,tdrop,0.00215182,1141811,23757239
Iagon,iag,0.063066,300195,23685746
catwifhat,$cwif,6.82593e-07,5358050,23679794
Huobi BTC,hbtc,24405,1925.65,23660793
BFG Token,bfg,0.02126143,106416,23645697
Virtua,tvk,0.134741,391794,23613843
RARI,rari,2.04,477708,23525173
Biaoqing,biao,0.02366308,5774285,23524276
ParaSwap,psp,0.0187408,139089,23519610
Orby Network USC Stablecoin,usc,1.015,9829743,23497506
Karate Combat,karate,0.00086151,189591,23448519
Mossland,moc,0.05647,358930,23403527
Catcoin,cat,4.69049e-10,5883632,23391098
Thala,thl,0.611295,781965,23283496
Blendr Network,blendr,0.572859,496697,23192811
Aquarius,aqua,0.00077674,113985,23162093
HyperGPT,hgpt,0.04481246,3797119,23081758
Volt Inu,volt,3.69163e-07,2525690,22965153
Minswap,min,0.01932181,163492,22920765
dForce,df,0.03267592,1450953,22866443
Astroport,astro,0.053809,5896.31,22767694
Tranchess,chess,0.140107,2327693,22762825
T-mac DAO,tmg,13.04,2938.29,22759294
RigoBlock,grg,3.45,71.41,22731497
EURA,eura,1.057,708663,22664712
Xido Finance,xido,0.799572,106.22,22630456
Peng,peng,0.226806,4243020,22628615
Electronic USD,eusd,0.995782,579257,22536390
BOB Token,bob,3.266e-05,3330038,22506860
StorX,srx,0.04982871,1236340,22481975
ECOx,ecox,0.082688,171961,22475157
Stader,sd,0.596028,797132,22473154
Plxyer,plxy,0.02093348,188135,22463759
Gleec Coin,gleec,0.120067,926110,22398682
AhaToken,aht,0.00425731,461519,22390359
CargoX,cxo,0.133654,1513.82,22341694
Keyboard Cat (Base),keycat,0.00222648,1637913,22254451
Cetus Protocol,cetus,0.069783,2633550,22252109
Sentinel Protocol,upp,0.04459581,446460,22194195
Gyroscope GYD,gyd,0.99945,1030685,22190342
Platypus USD,usp,0.339044,14917.94,22186336
XPR Network,xpr,0.00084645,1112494,21968795
TRAC (Ordinals),trac,1.052,589963,21967105
TokenPocket Token,tpt,0.00634208,55336,21950150
Katana Inu,kata,0.00080391,371154,21910109
League of Kingdoms,loka,0.190366,2999392,21834213
SIPHER,sipher,0.226978,56567,21762000
PARSIQ,prq,0.083126,653566,21576383
Hoppy,hoppy,5.127e-05,3790561,21570134
BOOK,book,0.01631927,168662,21359604
Artrade,atr,0.0129893,3725764,21338064
Games for a Living,gfal,0.01350863,1626383,21326281
iMe Lab,lime,0.04927399,7122173,21249102
mfercoin,mfer,0.02126309,11647663,21220931
Vara Network,vara,0.03993411,706724,21177287
BitMEX,bmex,0.211939,40369,21149278
VeraOne,vro,71.01,27668,21063424
Index Cooperative,index,3.13,226402,21040434
Welshcorgicoin,welsh,0.00210333,200399,20997732
Wing Finance,wing,4.8,1426850,20940932
Kenshi,kns,0.02433747,40815,20930224
1ex,1ex,0.08359,527711,20921274
LumiWave,lwa,0.02712524,4674937,20880636
PIVX,pivx,0.24782,2197507,20781451
Kitten Haimer,khai,0.385217,114614,20738699
VGX Token,vgx,0.071034,5438878,20668696
Strips Finance,strp,0.682401,20692,20641922
GAMEE,gmee,0.02042682,929720,20628711
Carbify,cby,2.1,254857,20614956
FC Barcelona Fan Token,bar,1.88,1870078,20539255
AirSwap,ast,0.100207,1065704,20471217
Alpha Quark,aqt,0.76337,8047310,20393000
Archway,arch,0.061679,54701,20366219
XT.com,xt,3.37,9751127,20357374
LinqAI,lnq,0.116542,651345,20275612
Ben the Dog,bendog,0.02016547,17150203,20262300
Kwenta,kwenta,38.04,70342,20182067
Taraxa,tara,0.00481106,288957,20155434
Libra Incentix,lixx,0.00301806,1314811,20114830
Aurory,aury,0.340642,29894,20086931
Alkimi,$ads,0.104433,329540,20014604
Cosplay Token,cot,0.02131633,285817,19989725
APX,apx,0.04606268,266661,19959533
PAID Network,paid,0.065302,22143,19944957
Mars Protocol,mars,0.064048,19338.24,19895541
Altura,alu,0.02754128,16081324,19832701
MOOxMOO,moox,0.150347,43773,19809014
Aventus,avt,2.13,159500,19781063
FEG BSC,feg,0.0003894,20957,19719485
Taki Games,taki,0.01680614,479134,19670406
Roundtable,rtb,0.03582455,45714,19640880
GraphLinq Chain,glq,0.058205,568533,19638564
Blockasset,block,0.073472,90463,19626181
Flux Protocol,flx,0.072755,30750,19532346
tomiNet,tomi,0.156011,8246905,19528033
SUKU,suku,0.078029,321761,19501335
MaidSafeCoin,emaid,0.620585,27158,19498868
DeFi Pulse Index,dpi,97.88,98211,19490958
STEPN Green Satoshi Token on Solana,gst-sol,0.01699089,433677,19421065
RocketX Exchange,rvf,0.201575,93219,19378643
Astrafer,astrafer,0.123025,52931,19352129
Verified USD,usdv,0.997675,1938126,19314561
BarnBridge,bond,2.0,7419941,19297690
Shyft Network,shft,0.00881013,47282,19267893
Blocksquare,bst,0.378699,1007462,19242373
OORT,oort,0.137819,5150550,19224522
Tectonic,tonic,7.5894e-08,18635.5,19183603
Crust Network,cru,0.635278,370700,19176359
Pepe 2.0,pepe2.0,4.0756e-08,3780722,19134654
Quantum Resistant Ledger,qrl,0.241473,529586,18875534
Decentral Games,dg,0.02026555,67.69,18871884
Solchat,chat,2.09,2303392,18813151
Metahero,hero,0.00238548,780995,18763069
Cryptex Finance,ctx,2.85,188084,18729234
VIDT DAO,vidt,0.02269954,915593,18681413
Troll,troll,1.9434e-08,13051932,18655650
renBTC,renbtc,61153,12876.97,18621112
Gifto,gft,0.01858437,9455717,18595913
Houdini Swap,lock,0.58255,166103,18491262
AirDAO,amb,0.00659149,3581763,18459746
Lifeform,lft,0.154333,12842105,18434958
Laine Staked SOL,lainesol,141.5,2154.38,18363265
Solend,slnd,0.471198,15475.76,18346462
Helium IOT,iot,0.00064179,33480,18332703
Kleros,pnk,0.02518015,363482,18314382
FIO Protocol,fio,0.02519091,2053487,18251812
UwU Lend,uwu,2.0,11308.96,18247815
BreederDAO,breed,0.03189897,384539,18024204
Vite,vite,0.01646738,998356,18016444
Polimec,plmc,0.324068,93224,17952107
Ellipsis [OLD],eps,0.02569351,533.66,17945525
Scallop,sclp,0.22727,774762,17934999
ResearchCoin,rsc,0.18613,17626.9,17890363
Alpaca Finance,alpaca,0.119742,2884141,17889881
Aviator,avi,0.00268236,47498,17837001
RyuJin,ryu,1.7964e-08,2156848,17790546
Rangers Protocol Gas,rpg,1.9,189986,17724223
TROY,troy,0.00177075,1171139,17709345
Catgirl,catgirl,4.95517e-10,1069488,17676422
Optimus AI,opti,0.176771,85878,17662233
Nyan Heroes,nyan,0.133192,9011207,17661439
Baby,baby,1.847e-05,126699,17642638
Galeon,galeon,0.02546794,66941,17625130
ICHI,ichi,2.04,491956,17617704
SafeMoon,sfm,3.16e-05,39366,17591610
Counterparty,xcp,6.76,68.99,17534798
Arianee,aria20,0.194868,469.52,17517294
Nimiq,nim,0.00148796,137308,17491673
Dmail Network,dmail,0.429766,4175111,17489933
Manchester City Fan Token,city,2.24,2124834,17468275
Bytom,btm,0.00965601,242889,17397015
APF coin,apfc,0.528033,1263054,17390508
tooker kurlson,tooker,0.01728781,445042,17321570
MUX Protocol,mcb,4.55,46841,17271975
Kava Lend,hard,0.127085,1606344,17163075
cUNI,cuni,0.18431,20.19,17159410
QnA3.AI,gpt,0.133299,3309094,17134051
Tapioca DAO Token,tap,2.31,1479583,17097506
Buying.com,buy,0.02783657,200497,17069866
Avalaunch,xava,0.454252,407345,17047272
Fluence,flt,0.337324,1106928,16875557
Sabai Protocol,sabai,0.05978,615146,16846891
Zypto Token,zypto,0.01875987,118324,16817432
Boomer,boomer,0.01809103,304164,16790236
Raini Studios Token,rst,0.02970689,189740,16735964
HXRO,hxro,0.02682085,2966.72,16639270
Chain-key Bitcoin,ckbtc,63391,170806,16627732
Ternoa,caps,0.01054329,449700,16619614
Firo,firo,1.19,1758069,16471492
Stride Staked TIA,sttia,6.4,246514,16469182
TON FISH MEMECOIN,fish,5.5172e-08,766138,16410711
Fimarkcoin.com,fmc,0.00063581,9332287,16369949
Nexa,nexa,2.92e-06,175831,16359340
Cronos ID,croid,0.106496,18419.51,16355248
KRYLL,krl,0.445987,814347,16345940
Inverse Finance,inv,29.47,88368,16316157
Mochi,mochi,1.659e-05,145803,16296052
Santos FC Fan Token,santos,2.93,7618490,16241605
Hydro Protocol,hdro,0.10646,92964,16207201
Base God,tybg,0.00013184,910406,16196982
enqAI,enqai,0.01648691,188597,16156122
OHO Blockchain,oho,0.000671,1227367,16149754
BurgerCities,burger,0.48529,10392991,16137175
Adshares,ads,0.415528,3440.92,16097960
WAGMI Games,wagmigames,8.26e-06,1771378,16073494
Fei USD,fei,0.988906,33801,16045619
UFO Gaming,ufo,6.2169e-07,573879,16013791
Vega Protocol,vega,0.25739,210443,15970329
QASH,qash,0.01960993,22664,15950737
ANGLE,angle,0.078884,56218,15893306
Hatom,htm,0.703297,214565,15866750
LIF3 (OLD),lif3,0.00605488,1490.92,15854032
Solcasino Token,scs,0.00493271,64530,15768828
Coinmetro,xcm,0.052,15758.65,15717869
Shido,shido,0.00087191,508880,15687085
BEFE,befe,0.00016759,3314262,15661594
DFI.money,yfii,392.0,2729385,15591694
Camelot Token,grail,834.25,1381572,15565111
Vectorspace AI,vxv,0.409719,41791,15559865
SpaceN,sn,0.384782,11681.14,15550877
Extra Finance,extra,0.081521,74390,15508129
KOALA AI,koko,1.62e-06,2220800,15365953
Sentinel,dvpn,0.00082581,270267,15350630
Pintu,ptu,0.207982,57569,15328485
KardiaChain,kai,0.00325505,337735,15298675
Ambire Wallet,wallet,0.02565865,722418,15291588
Andy,andy,0.01536372,248497,15275914
dForce USD,usx,0.98503,27816,15256641
Stader BNBx,bnbx,620.03,166323,15206307
chrono.tech,time,21.35,273597,15164280
Silly Dragon,silly,0.01511221,3693033,15160345
Jesus Coin,jesus,9.6607e-08,1215202,15103489
Mintlayer,ml,0.117229,2085958,15092792
Galatasaray Fan Token,gal,1.6,1393729,15080788
Alpine F1 Team Fan Token,alpine,1.33,4442228,15073697
Scallop,sca,0.439824,7656694,15065694
LEOX,leox,0.597077,1692221,15034403
ZKFair,zkf,0.00148779,3556398,15017784
Only1,like,0.04497802,578087,14966041
NFT Worlds,wrld,0.02724481,42039,14955592
RabbitX,rbx,0.03312439,353691,14954142
OPEN Ticketing Ecosystem,opn,0.00119492,102893,14932821
Elon,elon,2.178e-05,1194309,14911599
Hypr Network,hypr,0.148584,31.26,14858390
bZx Protocol,bzrx,0.01559176,117.43,14815427
Baanx,bxx,0.059249,87566,14806856
Penpie,pnp,2.82,81321,14782196
Saito,saito,0.0069281,40104,14774904
Tree,tree,0.141896,116748,14719735
BeethovenX sFTMX,sftmx,0.637881,58865,14703455
Gigachad,giga,0.00152243,58658,14621534
xExchange,mex,3.49e-06,351811,14598520
Stader NearX,nearx,6.3,0.604906,14572847
BXN,bxn,0.00286685,335585,14556738
GameGPT,duel,0.00489631,2327958,14513393
MELD [OLD],meld,0.00974752,22.91,14501133
OG Fan Token,og,2.99,2887828,14461111
Foxsy AI,foxsy,0.071236,216227,14454496
Cakepie,ckp,5.69,356840,14443318
StakeWise,swise,0.03286832,3591.59,14393460
DexCheck AI,dck,0.03490802,1550604,14339647
Matrix AI Network,man,0.03202094,235122,14277397
Altered State Machine,asto,0.0179388,5446497,14254517
AS Roma Fan Token,asr,2.29,3779602,14244574
Circuits of Value,coval,0.00797726,706676,14242777
Silo Finance,silo,0.04469363,19923.19,14220364
WiFi Map,wifi,0.04628437,546212,14180118
Wise,wise,0.222201,32469,14097918
Brickken,bkn,0.240694,267477,14031238
XDAO,xdao,0.58515,752864,14022271
Nodle Network,nodl,0.00379084,744557,13997607
Devour,dpay,0.00649028,298111,13964504
Ooki,ooki,0.00166619,1275414,13958937
xSUSHI,xsushi,1.1,8279.15,13891861
Robonomics Network,xrt,4.81,65410,13886828
WINR Protocol,winr,0.03665471,33670,13881856
Habibi (Sol),habibi,0.014007,664789,13878994
THORWallet DEX,tgt,0.02678934,51820,13865385
Vita Inu,vinu,1.5386e-08,4571886,13844060
KONDUX,kndx,0.02527814,21146,13832467
Symbiosis,sis,0.21436,2636878,13824181
Globiance Exchange,gbex,3.7345e-08,249512,13814109
XANA,xeta,0.00558817,1487285,13803246
DexNet,dexnet,0.03436492,1194866,13744567
Thales,thales,0.24853,23365,13729771
veCRV-DAO yVault,yve-crvdao,0.669328,8419.91,13720970
Byte,byte,1.42e-05,407302,13681464
THREE,$three,0.13357,329746,13658645
Viberate,vib,0.074785,2375332,13648221
JumpToken,jmpt,0.964509,15864.2,13570634
Metacade,mcade,0.00770386,520022,13538489
Wrapped Ampleforth,wampl,21.69,215152,13487611
WXT Token,wxt,0.00586005,1186706,13463686
Gamium,gmm,0.00028372,265636,13439413
Aeternity,ae,0.03157807,517627,13437019
FARCANA,far,0.01983259,1860568,13397841
Neurai,xna,0.00105757,335651,13327810
Quiztok,qtcon,0.00143464,251668,13312424
Honeyland,hxd,0.03647909,65400,13305199
Passage,pasg,0.01523297,36699,13289727
Polaris Share,pola,0.02842714,486984,13261659
DeFi Kingdoms,jewel,0.115451,46266,13193024
RETARDIO,retardio,0.01321364,100153,13180491
SatoshiVM,savm,1.79,736999,13178317
Stride Staked Osmo,stosmo,0.651792,103454,13160029
Grape,grp,2.97,126.1,13153352
Juventus Fan Token,juv,1.82,1779450,13052687
Diamond,dmd,3.41,21406,12992770
Solanium,slim,0.132677,576953,12915813
GYEN,gyen,0.00615576,28348,12884686
Diamond Launch,dlc,0.13423,72935,12870285
Sperax,spa,0.0075953,599766,12849673
nuco.cloud,ncdt,0.382524,244259,12819739
PondCoin,pndc,1.38353e-07,285663,12810941
GoGoPool ggAVAX,ggavax,25.61,122455,12800669
Peercoin,ppc,0.444958,33237,12792158
Stobox,stbu,0.133384,215748,12767334
Koi,koi,0.02550728,278001,12724943
UNCX Network,uncx,351.46,1530.33,12708689
Bitrue Coin,btr,0.03969013,7138192,12676782
Serum,srm,0.03389575,1467243,12635591
Openfabric AI,ofn,0.205283,623071,12635220
Enjinstarter,ejs,0.00316529,155420,12612132
HELLO,hello,0.02377457,655212,12602357
MantaDAO,mnta,0.193904,90422,12576566
Credefi,credi,0.01676744,731893,12568559
Spectre AI,spectre,1.27,61768,12552021
Bad Idea AI,bad,2.2398e-08,4595478,12547949
ISKRA Token,isk,0.072458,108387,12547648
IPOR,ipor,0.680292,33007,12501085
Lazio Fan Token,lazio,1.5,2620158,12500541
r/CryptoCurrency Moons,moon,0.155491,92096,12489008
